organization_id,org_name,state,county,counties,place,platform,platform_org_id,likely_school_district,include_in_rollout,notes
,Clay County USD 379,KS,Clay County,,,diligent-community,usd379-org,True,True,adapter deferred; Diligent Community; name shorthand from research - confirm at enrichment
,Geary County USD 475,KS,Geary County,,,diligent-community,usd475,True,True,adapter deferred; Diligent Community; name shorthand from research - confirm at enrichment
,Kansas City Kansas Public Schools,KS,Wyandotte County,,,diligent-community,kckps,True,True,adapter deferred; Diligent Community; mid-migration - also on boarddocs (ks/kckps)
,Manhattan-Ogden USD 383,KS,,,,diligent-community,usd383,True,True,adapter deferred; Diligent Community (usd383.community.diligentoneplatform.com); name shorthand from research - confirm at enrichment
,Seaman USD 345,KS,,,,diligent-community,usd-345,True,True,adapter deferred; Diligent Community; name shorthand from research - confirm at enrichment
,AESA,,,,,sparq,AESA,False,False,
,Agar-Blunt-Onida School District,,,,,sparq,ABO,True,True,
,Ainsworth Community Schools,,,,,sparq,415,True,True,
,ALICAP,,,,,sparq,119,False,False,
,Alma Public Schools,NE,,,,sparq,almaschools,True,True,Alma Public Schools; NE pilot; slug org id
,Amherst Public Schools,,,,,sparq,179,True,True,
,Andes Central School District,,,,,sparq,AndesCentral,True,True,
,Anselmo-Merna Public School,,,,,sparq,108,True,True,
,Ansley Public School,,,,,sparq,Ansley,True,True,
,Arapahoe-Holbrook Public Schools,,,,,sparq,418,True,True,
,Arlington Public Schools,,,,,sparq,146,True,True,
,Ashland-Greenwood Public Schools,,,,,sparq,79,True,True,
,Associated School Boards of South Dakota,,,,,sparq,ASBSD,True,True,
,Auburn Public Schools,,,,,sparq,98,True,True,
,Aurora Public Schools,,,,,sparq,421,True,True,
,Awards Committee,,,,,sparq,3330,False,False,
,Axtell Community School,,,,,sparq,196,True,True,
,Banner County School,,,,,sparq,70,True,True,
,Bayard Public Schools,NE,,,,sparq,93,True,True,Bayard Public Schools; NE pilot; validated live 2026-07-20
,Beatrice Public Schools,,,,,sparq,82,True,True,
,Bellevue Public Schools,,,,,sparq,60,True,True,
,Bennington Public Schools,,,,,sparq,bennington,True,True,
,Bertrand Community School,,,,,sparq,182,True,True,
,Blair Community Schools,,,,,sparq,134,True,True,
,Bloomfield Community Schools,,,,,sparq,424,True,True,
,Blue Hill Community Schools,,,,,sparq,423,True,True,
,Boone Central Schools,,,,,sparq,103,True,True,
,Boswell Regression Test Org A,,,,,sparq,3316,False,False,
,Brady Public Schools,,,,,sparq,78,True,True,
,Broken Bow Public Schools,,,,,sparq,147,True,True,
,Brush School District,,,,,sparq,3936,True,True,
,Brush School District RE-2J,,,,,sparq,3287,True,True,
,Callaway Public Schools,,,,,sparq,callaway,True,True,
,Centennial Public School,,,,,sparq,84,True,True,
,Central Community College,,,,,sparq,CCC,False,False,
,Centura Public Schools,,,,,sparq,centura,True,True,
,CESA 2,,,,,sparq,620,False,False,
,Chase County Schools,,,,,sparq,111,True,True,
,City of Auburn,,,,,sparq,2737,False,False,
,City of Bayard,,,,,sparq,170,False,False,
,City of Beatrice,,,,,sparq,Beatrice,False,False,
,City of Bellevue,,,,,sparq,Bellevue,False,False,
,City of Bennet,,,,,sparq,2724,False,False,
,City of Blair,,,,,sparq,Blair,False,False,
,City of Blue Hill,,,,,sparq,bluehill,False,False,
,City of Cambridge,,,,,sparq,3253,False,False,
,City of Chadron,,,,,sparq,2736,False,False,
,City of Columbus,,,,,sparq,171,False,False,
,City of David City,,,,,sparq,1969,False,False,
,City of Fort Calhoun,,,,,sparq,fortcalhoun,False,False,
,City of Franklin,,,,,sparq,Franklin,False,False,
,City of Friend,,,,,sparq,3292,False,False,
,City of Friend,,,,,sparq,Friend,False,False,
,City of Gibbon,,,,,sparq,167,False,False,
,City of Gretna,,,,,sparq,Gretna,False,False,
,City of Hickman,,,,,sparq,131,False,False,
,City of Imperial,,,,,sparq,Imperial,False,False,
,City of McCook,,,,,sparq,208,False,False,
,City of Neligh,,,,,sparq,3349,False,False,
,City of Ord,,,,,sparq,3347,False,False,
,City of Seward,,,,,sparq,Seward,False,False,
,City of St. Paul,,,,,sparq,178,False,False,
,City of Valley,,,,,sparq,2360,False,False,
,City of Wahoo,,,,,sparq,citywahoo,False,False,
,City of Wakefield,,,,,sparq,2560,False,False,
,City of Wakefield,,,,,sparq,Wakefield,False,False,
,City of Waverly,,,,,sparq,Waverly,False,False,
,City of York,,,,,sparq,169,False,False,
,CJUMP,,,,,sparq,3354,False,False,
,Colorado Association of School Boards,,,,,sparq,casb,True,True,
,Columbus Public Schools,,,,,sparq,71,True,True,
,Conestoga Public Schools,,,,,sparq,435,True,True,
,Council Chairs Committee,,,,,sparq,3333,False,False,
,Cozad Community Schools,,,,,sparq,148,True,True,
,Creek Valley Public Schools,,,,,sparq,438,True,True,
,Creighton Public Schools,,,,,sparq,436,True,True,
,Crete City Council,,,,,sparq,77,False,False,
,Crete Public Schools,,,,,sparq,439,True,True,
,Crofton Community Schools,,,,,sparq,croftonschools,True,True,
,Cross County Community Schools,,,,,sparq,145,True,True,
,Custer County C-1,,,,,sparq,3299,False,False,
,Darion Test,,,,,sparq,1366,False,False,
,David City Public Schools,,,,,sparq,96,True,True,
,De Smet School District 38-2,,,,,sparq,3898,True,True,
,Diller-Odell Public Schools,,,,,sparq,181,True,True,
,Document Only Test #2,,,,,sparq,1382,False,False,
,Document Only Test School,,,,,sparq,1143,True,True,
,Dolores County RE-2(J),,,,,sparq,3259,False,False,
,Dolores County School District RE-2J,,,,,sparq,3192,True,True,
,Doniphan-Trumbull Public School,,,,,sparq,153,True,True,
,Dorchester Public Schools,,,,,sparq,121,True,True,
,Douglas County West Community School,,,,,sparq,114,True,True,
,Douglas School District 51-1,,,,,sparq,douglas,True,True,
,Dundy County Stratton Schools,,,,,sparq,177,True,True,
,East Butler Public Schools,,,,,sparq,158,True,True,
,Elba Public Schools,,,,,sparq,441,True,True,
,ElevateED Foundation,,,,,sparq,176,False,False,
,Elkhorn Valley Schools,,,,,sparq,408,True,True,
,Elm Creek Public Schools,,,,,sparq,140,True,True,
,Elwood Public Schools,,,,,sparq,elwood,True,True,
,Emerson-Hubbard Public Schools,,,,,sparq,Emerson-Hubbard,True,True,
,ESU 01,,,,,sparq,467,False,False,
,ESU 03,,,,,sparq,52,False,False,
,ESU 06,,,,,sparq,471,False,False,
,ESU 07,,,,,sparq,161,False,False,
,ESU 08,,,,,sparq,379,False,False,
,ESU 13,,,,,sparq,469,False,False,
,ESU 15,,,,,sparq,220,False,False,
,ESU 16,,,,,sparq,374,False,False,
,ESUCC,,,,,sparq,132,False,False,
,Exeter-Milligan-Friend Public Schools,,,,,sparq,185,True,True,
,Fairbury Public Schools,,,,,sparq,75,True,True,
,Falls City Public Schools,,,,,sparq,FallsCity,True,True,
,Fillmore Central Public Schools,,,,,sparq,180,True,True,
,Fillmore County,,,,,sparq,FillmoreCounty,False,False,
,Finance Committee,,,,,sparq,3329,False,False,
,Fort Calhoun Community Schools,,,,,sparq,151,True,True,
,Franklin Public Schools,,,,,sparq,95,True,True,
,Freeman Public Schools,,,,,sparq,197,True,True,
,Fremont Public Schools,,,,,sparq,199,True,True,
,Gering Public Schools,,,,,sparq,gering,True,True,
,Giltner Public Schools,,,,,sparq,386,True,True,
,Gordon-Rushville School,,,,,sparq,385,True,True,
,Gothenburg Public Schools,,,,,sparq,164,True,True,
,Grand Island Public Schools,,,,,sparq,63,True,True,
,Hastings Public Schools,,,,,sparq,hastingsschools,True,True,
,Hayes Center Public Schools,,,,,sparq,133,True,True,
,Heartland Community Schools,,,,,sparq,heartland,True,True,
,Help Partner,,,,,sparq,help,False,False,
,Hemingford Public Schools,,,,,sparq,Hemingford,True,True,
,Hershey Public Schools,,,,,sparq,58,True,True,
,High Plains Community Schools,,,,,sparq,74,True,True,
,Holdrege Public Schools,,,,,sparq,51,True,True,
,Homer Community School,,,,,sparq,472,True,True,
,HTRS Public Schools,,,,,sparq,184,True,True,
,Isanti Community School,,,,,sparq,Santee,True,True,
,Jesse's Regression Test Organization,,,,,sparq,2388,False,False,
,Jesse's Test Sync Account,,,,,sparq,3908,False,False,
,Jesse's Test Sync Account,,,,,sparq,3909,False,False,
,Johnson County Central Public Schools,,,,,sparq,118,True,True,
,JRP School District,,,,,sparq,4115,True,True,
,Kearney Public Schools,,,,,sparq,73,True,True,
,Kenesaw Public Schools,,,,,sparq,kenesawschools,True,True,
,Keya Paha County Schools,,,,,sparq,127,True,True,
,Kimball Public Schools,,,,,sparq,388,True,True,
,Lakeview Community Schools,,,,,sparq,Lakeview,True,True,
,Laurel-Concord-Coleridge School,,,,,sparq,104,True,True,
,Lawrence-Nelson Public Schools,,,,,sparq,lawrence-nelson,True,True,
,Learning Community of Douglas & Sarpy Counties,,,,,sparq,389,False,False,
,Lewiston Consolidated School,,,,,sparq,391,True,True,
,Lexington Public Schools,,,,,sparq,48,True,True,
,Leyton Public Schools,,,,,sparq,495,True,True,
,Lincoln Public Schools,NE,Lancaster County,,,sparq,89,True,True,Lincoln Public Schools; NE pilot; posts agendas on-platform but minutes on district site - minutes_available=false is expected
,Logan View Public Schools,,,,,sparq,LoganView,True,True,
,Loomis Public School,,,,,sparq,136,True,True,
,Loup City Public Schools,,,,,sparq,LoupCity,True,True,
,Lower Platte North NRD,,,,,sparq,155,False,False,
,Lyons-Decatur Northeast,,,,,sparq,499,False,False,
,Madison Public Schools,,,,,sparq,198,True,True,
,Malcolm Public Schools,,,,,sparq,494,True,True,
,Mancos School District Re-6,,,,,sparq,3260,True,True,
,Mancos School District Re-6,,,,,sparq,3911,True,True,
,Manzanola School District 3J,,,,,sparq,3239,True,True,
,Maxwell Public Schools,,,,,sparq,135,True,True,
,Maywood Public Schools,,,,,sparq,187,True,True,
,McCook Public Schools,,,,,sparq,mccook,True,True,
,Meade School District 46-1,,,,,sparq,Meade,True,True,
,Member Dues Committee,,,,,sparq,3331,False,False,
,Meridian Public Schools,,,,,sparq,480,True,True,
,Mesa County Valley School District  No. 51,,,,,sparq,2807,True,True,
,Middletown Public Schools,,,,,sparq,2634,True,True,
,Middletown Public Schools,,,,,sparq,3289,True,True,
,Middletown Public Schools,,,,,sparq,3298,True,True,
,Milford Public Schools,,,,,sparq,137,True,True,
,Minden Public Schools,,,,,sparq,150,True,True,
,Mitchell Public Schools,,,,,sparq,67,True,True,
,Moffat Consolidated #2,,,,,sparq,2793,False,False,
,Moffat County School District RE 1,,,,,sparq,2758,True,True,
,Morgan County Re-3,,,,,sparq,3250,False,False,
,Morrill Public Schools,,,,,sparq,morrill,True,True,
,Mullen Public Schools,,,,,sparq,393,True,True,
,N1 Demo,,,,,sparq,3196,False,False,
,NASB Staff Meetings,,,,,sparq,3198,False,False,
,NASB Test School Without Settings,,,,,sparq,1102,True,True,
,NASB TEST TEST TEST,,,,,sparq,589,False,False,
,NatCon Pilot Ad Hoc Committee,,,,,sparq,3332,False,False,
,NE Land,,,,,sparq,NELand,False,False,
,Nebraska City Public Schools,,,,,sparq,194,True,True,
,Nebraska Department of Education,,,,,sparq,152,False,False,
,Newman Grove Public Schools,,,,,sparq,160,True,True,
,Nicole Test Organization,,,,,sparq,nicoletest,False,False,
,NJUMP,,,,,sparq,3353,False,False,
,Norfolk Public Schools,,,,,sparq,65,True,True,
,Norris School District 160,,,,,sparq,69,True,True,
,North Bend Central Public Schools,,,,,sparq,452,True,True,
,North Dakota School Boards Association,,,,,sparq,3288,True,True,
,North Platte Public Schools,,,,,sparq,124,True,True,
,Northwest Public Schools,,,,,sparq,81,True,True,
,O'Neill Public Schools,,,,,sparq,oneill,True,True,
,Oakland-Craig Public Schools,,,,,sparq,453,True,True,
,Ogallala Public Schools,,,,,sparq,92,True,True,
,Omaha Housing Authority,,,,,sparq,201,False,False,
,Omaha Public Schools,NE,Douglas County,,,sparq,120,True,True,Omaha Public Schools; NE pilot; validated live 2026-07-20
,Online Publishing Demo,,,,,sparq,SOP,False,False,
,Ord Public Schools,,,,,sparq,Ord,True,True,
,Osceola Public Schools,,,,,sparq,138,True,True,
,Palmer Public Schools,,,,,sparq,palmer,True,True,
,Palmyra District OR-1,,,,,sparq,174,False,False,
,Papillion La Vista Community Schools,NE,Sarpy County,,,sparq,papillion-lavista,True,True,Papillion La Vista Community Schools; NE pilot; posts PublicNotice links only (no agenda/minutes PDFs on platform) - download_failed is expected until they post agendas
,Paxton Consolidated Schools,,,,,sparq,86,True,True,
,Pender Public Schools,,,,,sparq,129,True,True,
,Pension Trustees,,,,,sparq,3328,False,False,
,Perkins County Schools,,,,,sparq,113,True,True,
,Platte County,,,,,sparq,plattecounty,False,False,
,Platte Valley RE-7,,,,,sparq,4104,False,False,
,Platte Valley School District,,,,,sparq,4091,True,True,
,Plattsmouth Community Schools,,,,,sparq,56,True,True,
,Pleasanton Public Schools,,,,,sparq,401,True,True,
,Policy Demo,,,,,sparq,PolicyDemo,False,False,
,Ponca Public Schools,,,,,sparq,149,True,True,
,Potter-Dix Public Schools,,,,,sparq,159,True,True,
,Ralston Public Schools,,,,,sparq,154,True,True,
,Randall Community Water District,,,,,sparq,1939,False,False,
,Ravenna Public Schools,,,,,sparq,64,True,True,
,Raymond Central Public Schools,,,,,sparq,203,True,True,
,RE-1 Valley School District,,,,,sparq,re1valley,True,True,
,Saline County,,,,,sparq,507,False,False,
,San Juan BOCES,,,,,sparq,3236,False,False,
,San Juan BOCES/Durango,,,,,sparq,3242,False,False,
,Sandhills Public Schools,,,,,sparq,sandhills,True,True,
,Sandy Creek Public Schools,,,,,sparq,sandycreek,True,True,
,Sargent Public Schools,,,,,sparq,459,True,True,
,Saunders County Board of Supervisors,,,,,sparq,117,False,False,
,School Union 93,,,,,sparq,3483,True,True,
,Schuyler Community Schools,,,,,sparq,schuyler,True,True,
,Scottsbluff Public Schools,,,,,sparq,49,True,True,
,Selenium UI Test City (Tier 2),,,,,sparq,576,False,False,
,Selenium UI Test School (Tier 1),,,,,sparq,575,True,True,
,Seward Public Schools,,,,,sparq,80,True,True,
,Shelby-Rising City Public Schools,,,,,sparq,115,True,True,
,Shelton Public Schools,,,,,sparq,shelton,True,True,
,Shickley Public Schools,,,,,sparq,485,True,True,
,Silver Lake Public Schools,,,,,sparq,123,True,True,
,Sioux Falls School District 49-5,,,,,sparq,siouxfalls,True,True,
,South Central USD 5,,,,,sparq,southcentral,True,True,
,South Platte School District 95,,,,,sparq,402,True,True,
,South Sioux City Community Schools,,,,,sparq,76,True,True,
,Southeast Technical College,,,,,sparq,STC,False,False,
,Southern School District,,,,,sparq,southernschooldistrictschools,True,True,
,Southern Valley Schools,,,,,sparq,172,True,True,
,Sparq Data Solutions,,,,,sparq,Sparq,False,False,
,Springfield Platteview Community Schools,,,,,sparq,88,True,True,
,St. Paul Public Schools,,,,,sparq,141,True,True,
,Stanton Community Schools,,,,,sparq,405,True,True,
,Stapleton Public Schools,,,,,sparq,Stapleton,True,True,
,Steamboat Springs School District RE-2,,,,,sparq,1737,True,True,
,Sterling Public Schools,,,,,sparq,200,True,True,
,Strasburg School District 31J,,,,,sparq,2822,True,True,
,Summerland Public School,,,,,sparq,1418,True,True,
